latitude,longitude,altitude,geometry,RMC,site,drive,sol,easting,northing,elev_geoid,lon,lat,roll,pitch,yaw,yaw_rad,tilt,dist_m,dist_total_m,dist_km,dist_mi,drive_type
-4.663883,137.377288,-4450.396,Point,45_996,45,996,940,8142997.208,-276450.268,-4450.396,137.3772883,-4.66388323,2.82,4.97,-176.05,-3.07271,5.71,13.75,9922.29,9.71,6.03,final
-4.663761,137.377328,-4451.042,Point,45_1108,45,1108,944,8142999.543,-276443.044,-4451.042,137.3773277,-4.66376136,-2.14,7.31,167.33,2.92045,7.61,13.02,9935.32,9.72,6.04,final
-4.663988,137.377203,-4450.156,Point,45_1276,45,1276,949,8142992.154,-276456.462,-4450.156,137.377203,-4.66398773,1.05,-0.57,-148.17,-2.58605,1.2,23.1,9958.42,9.75,6.06,final
-4.664403,137.376782,-4449.887,Point,45_1558,45,1558,950,8142967.215,-276481.088,-4449.887,137.3767823,-4.66440319,-1.67,-0.56,-154.7,-2.69995,1.76,37.05,9995.47,9.78,6.08,final
-4.664607,137.37655,-4450.587,Point,45_1696,45,1696,951,8142953.427,-276493.17,-4450.587,137.3765496,-4.66460702,10.14,-4.55,-133.13,-2.3235,11.1,18.42,10013.89,9.8,6.09,final
-4.665341,137.375427,-4452.365,Point,46_0,46,0,952,8142886.906,-276536.649,-4452.365,137.3754274,-4.66534053,0.34,-1.13,-140.73,-2.45625,1.18,89.58,10103.48,9.89,6.15,final
-4.666001,137.374831,-4452.156,Point,46_472,46,472,956,8142851.552,-276575.806,-4452.156,137.3748309,-4.66600114,2.88,5.55,-86.74,-1.51389,6.25,64.85,10168.33,9.96,6.19,final
-4.666046,137.373767,-4454.694,Point,46_934,46,934,957,8142788.487,-276578.495,-4454.694,137.373767,-4.6660465,-2.1,-0.6,-99.41,-1.73499,2.18,63.6,10231.92,10.02,6.23,final
-4.665962,137.373533,-4453.899,Point,46_1162,46,1162,958,8142774.628,-276573.5,-4453.899,137.3735332,-4.66596223,5.52,14.74,-117.37,-2.04856,15.72,21.92,10253.84,10.01,6.22,final
-4.666651,137.372081,-4456.574,Point,46_1676,46,1676,960,8142688.552,-276614.344,-4456.574,137.372081,-4.6666513,1.93,1.09,-129.71,-2.26386,2.21,102.35,10356.19,10.14,6.3,final
-4.666666,137.372067,-4456.493,Point,46_1710,46,1710,962,8142687.721,-276615.239,-4456.493,137.372067,-4.66666639,2.5,0.27,-138.3,-2.41376,2.51,1.23,10357.42,10.14,6.3,final
-4.666799,137.371819,-4456.149,Point,46_1812,46,1812,963,8142673.03,-276623.096,-4456.149,137.3718192,-4.66679895,0.5,3.84,-127.67,-2.22833,3.87,17.3,10374.72,10.16,6.31,final
-4.666799,137.371331,-4455.399,Point,47_0,47,0,964,8142644.068,-276623.078,-4455.399,137.3713306,-4.66679864,9.06,0.58,-78.15,-1.36392,9.08,32.07,10406.79,10.19,6.33,final
-4.667232,137.370245,-4457.121,Point,47_522,47,522,967,8142579.733,-276648.736,-4457.121,137.3702452,-4.66723151,0.66,8.66,-133.07,-2.32249,8.69,89.32,10496.11,10.28,6.39,final
-4.66731,137.370189,-4456.221,Point,47_598,47,598,971,8142576.424,-276653.39,-4456.221,137.3701894,-4.66731003,5.33,13.75,-142.39,-2.48509,14.73,5.94,10502.05,10.29,6.39,final
-4.667549,137.371267,-4454.893,Point,47_1166,47,1166,976,8142640.318,-276667.533,-4454.893,137.3712673,-4.66754863,-4.1,5.4,134.85,2.35363,6.78,74.25,10576.3,10.36,6.44,final
-4.667573,137.371281,-4454.661,Point,47_1202,47,1202,978,8142641.128,-276668.998,-4454.661,137.371281,-4.66757334,-2.21,8.67,153.25,2.67465,8.95,1.94,10578.24,10.37,6.44,final
-4.667843,137.37136,-4452.027,Point,47_1452,47,1452,981,8142645.793,-276684.963,-4452.027,137.3713597,-4.66784268,-5.62,8.41,160.07,2.79367,10.1,27.86,10606.11,10.39,6.46,final
-4.66817,137.371342,-4450.282,Point,47_1632,47,1632,983,8142644.718,-276704.358,-4450.282,137.3713415,-4.66816989,-6.58,6.64,-156.03,-2.72316,9.33,20.76,10626.86,10.42,6.47,final
-4.668255,137.371271,-4449.053,Point,48_0,48,0,984,8142640.55,-276709.415,-4449.053,137.3712712,-4.6682552,-13.48,16.26,-162.2,-2.83091,21,18.03,10644.9,10.42,6.48,final
-4.668114,137.371261,-4449.723,Point,48_82,48,82,986,8142639.964,-276701.072,-4449.723,137.3712613,-4.66811445,-15.7,-2.6,158.21,2.76129,15.91,8.87,10653.76,10.44,6.49,final
-4.667553,137.371194,-4454.919,Point,48_458,48,458,987,8142635.981,-276667.794,-4454.919,137.3711941,-4.66755303,-6.5,1.67,119.93,2.09323,6.71,42.85,10696.62,10.48,6.51,final
-4.667567,137.370323,-4453.559,Point,48_876,48,876,990,8142584.316,-276668.598,-4453.559,137.3703225,-4.66756659,7.81,13.66,-144.84,-2.52786,15.7,52.52,10749.13,10.53,6.54,final
-4.667875,137.370243,-4447.94,Point,48_1146,48,1146,991,8142579.6,-276686.857,-4447.94,137.370243,-4.66787463,2.26,15.19,-155.47,-2.71355,15.36,24.45,10773.58,10.56,6.56,final
-4.66795,137.370177,-4446.978,Point,48_1194,48,1194,992,8142575.667,-276691.352,-4446.978,137.3701766,-4.66795047,5.53,4.08,-143.9,-2.51148,6.87,6.21,10779.8,10.56,6.56,final
-4.66825,137.370016,-4447.104,Point,48_1530,48,1530,995,8142566.152,-276709.11,-4447.104,137.3700161,-4.66825006,-5.33,8.05,175.62,3.06512,9.65,33.71,10813.51,10.6,6.58,final
-4.668293,137.37002,-4446.74,Point,48_1570,48,1570,997,8142566.402,-276711.667,-4446.74,137.3700203,-4.66829319,-9.64,5.85,140.52,2.45256,11.26,2.74,10816.25,10.6,6.59,final
-4.668276,137.370025,-4446.939,Point,48_1600,48,1600,1030,8142566.698,-276710.671,-4446.939,137.3700253,-4.66827639,-9.36,5.66,130.87,2.28408,10.93,4.49,10820.74,10.6,6.59,final
-4.667958,137.370161,-4447.037,Point,48_1906,48,1906,1035,8142574.754,-276691.777,-4447.037,137.3701612,-4.66795764,-3.49,2.48,56.87,0.99252,4.28,35.11,10855.85,10.64,6.61,final
-4.667884,137.370214,-4447.508,Point,48_1964,48,1964,1037,8142577.852,-276687.412,-4447.508,137.3702135,-4.667884,-2.74,-9.82,16.3,0.28456,10.19,5.5,10861.35,10.64,6.61,final
-4.667889,137.370212,-4447.508,Point,48_1970,48,1970,1039,8142577.75,-276687.737,-4447.508,137.3702118,-4.66788948,-2.71,-8.41,16.11,0.28118,8.83,0.33,10861.69,10.64,6.61,final
-4.667942,137.369987,-4447.973,Point,48_2122,48,2122,1042,8142564.409,-276690.854,-4447.973,137.3699867,-4.66794207,3.77,0.36,-128.16,-2.23673,3.79,16.9,10878.58,10.66,6.62,final
-4.668048,137.369953,-4447.943,Point,48_2200,48,2200,1044,8142562.438,-276697.127,-4447.943,137.3699534,-4.66804789,-6.61,-0.36,155.01,2.7055,6.62,8.62,10887.2,10.67,6.63,final
-4.668066,137.369963,-4448.02,Point,48_2224,48,2224,1046,8142563.025,-276698.219,-4448.02,137.3699633,-4.66806632,-7.23,0.15,155.23,2.70919,7.23,1.24,10888.44,10.67,6.63,final
-4.667994,137.370159,-4447.013,Point,48_2422,48,2422,1049,8142574.594,-276693.922,-4447.013,137.3701585,-4.66799382,1.37,15.19,91.36,1.59462,15.25,21.02,10909.47,10.69,6.64,final
-4.667984,137.37024,-4446.783,Point,48_2470,48,2470,1051,8142579.427,-276693.318,-4446.783,137.37024,-4.66798363,-6.42,1.08,85.24,1.48774,6.51,6.02,10915.48,10.7,6.65,final
-4.668035,137.370293,-4446.694,Point,48_2518,48,2518,1053,8142582.534,-276696.373,-4446.694,137.3702925,-4.66803517,1.87,-2.27,90.97,1.58774,2.94,4.42,10919.91,10.7,6.65,final
-4.668025,137.370299,-4446.831,Point,48_2542,48,2542,1056,8142582.897,-276695.773,-4446.831,137.3702986,-4.66802505,5.04,-0.56,33.42,0.58337,5.07,0.94,10920.85,10.7,6.65,final
-4.667994,137.36991,-4447.788,Point,48_2794,48,2794,1066,8142559.876,-276693.912,-4447.788,137.3699102,-4.66799366,-3.49,9.75,-149.34,-2.6064,10.34,25.35,10946.2,10.73,6.67,final
-4.668263,137.370031,-4447.096,Point,49_0,49,0,1067,8142567.045,-276709.855,-4447.096,137.3700311,-4.66826262,-9.11,5.8,125.96,2.19846,10.79,18.33,10964.53,10.75,6.68,final
-4.668682,137.369616,-4444.958,Point,49_294,49,294,1072,8142542.437,-276734.703,-4444.958,137.369616,-4.66868182,1.73,3.54,-148.84,-2.59783,3.94,35.23,10999.76,10.78,6.7,final
-4.669375,137.369373,-4442.462,Point,49_642,49,642,1073,8142528.034,-276775.791,-4442.462,137.369373,-4.669375,-3.52,4.44,164.69,2.87434,5.67,47.06,11046.82,10.83,6.73,final
-4.66972,137.369292,-4442.007,Point,49_814,49,814,1074,8142523.232,-276796.222,-4442.007,137.369292,-4.66971969,1.37,3.67,-176.55,-3.08145,3.91,21.16,11067.98,10.85,6.74,final
-4.670183,137.369158,-4439.827,Point,49_1018,49,1018,1078,8142515.31,-276823.682,-4439.827,137.3691583,-4.67018295,-0.31,8.8,-174.8,-3.05079,8.8,28.68,11096.66,10.88,6.76,final
-4.670639,137.369126,-4438.069,Point,49_1216,49,1216,1080,8142513.366,-276850.688,-4438.069,137.3691256,-4.67063856,-0.08,4.01,-178.38,-3.11327,4.01,27.01,11123.67,10.91,6.78,final
-4.670968,137.369164,-4438.619,Point,49_1420,49,1420,1083,8142515.658,-276870.195,-4438.619,137.3691642,-4.67096766,1.56,8.91,163.74,2.85781,9.05,21.57,11145.24,10.93,6.79,final
-4.671414,137.369401,-4438.133,Point,49_1798,49,1798,1085,8142529.678,-276896.649,-4438.133,137.3694007,-4.67141395,-1.33,6.12,101.04,1.76342,6.27,38.96,11184.2,10.97,6.82,final
-4.671475,137.369401,-4437.709,Point,49_1876,49,1876,1087,8142529.663,-276900.263,-4437.709,137.3694005,-4.67147492,-2.32,9.62,142.43,2.48588,9.9,6.24,11190.44,10.98,6.82,final
-4.671421,137.3696,-4436.77,Point,49_2026,49,2026,1093,8142541.488,-276897.038,-4436.77,137.3696,-4.67142051,1.76,7.65,83.15,1.45119,7.85,15.83,11206.28,10.99,6.83,final
-4.67165,137.369875,-4434.47,Point,49_2236,49,2236,1094,8142557.763,-276910.665,-4434.47,137.3698745,-4.67165041,2.26,8.65,178.95,3.12332,8.94,25.54,11231.81,11.02,6.85,final
-4.671826,137.369825,-4433.969,Point,49_2374,49,2374,1098,8142554.799,-276921.045,-4433.969,137.3698246,-4.67182553,1.5,1.54,-178.55,-3.11632,2.15,13.04,11244.86,11.03,6.85,final
-4.672323,137.369551,-4433.619,Point,49_2626,49,2626,1099,8142538.56,-276950.523,-4433.619,137.3695506,-4.67232284,3.94,0.92,-138.47,-2.41669,4.05,34.42,11279.28,11.06,6.87,final
-4.672831,137.369321,-4433.046,Point,49_2902,49,2902,1100,8142524.948,-276980.674,-4433.046,137.369321,-4.6728315,5.06,4.39,-140.6,-2.45391,6.7,34.54,11313.82,11.1,6.9,final
-4.672928,137.369131,-4434.321,Point,50_0,50,0,1104,8142513.684,-276986.388,-4434.321,137.3691309,-4.6729279,4.94,1.34,-162.23,-2.8315,5.12,20.86,11334.69,11.12,6.91,final
-4.67296,137.368998,-4434.072,Point,50_114,50,114,1106,8142505.802,-276988.288,-4434.072,137.3689979,-4.67295996,2.42,3.13,-128.83,-2.24847,3.96,10.51,11345.2,11.13,6.92,final
-4.672854,137.368915,-4435.199,Point,50_250,50,250,1107,8142500.867,-276982.001,-4435.199,137.3689147,-4.67285389,9.45,2.39,-129.9,-2.26726,9.74,16.96,11362.16,11.15,6.93,final
-4.672847,137.368862,-4435.409,Point,50_322,50,322,1108,8142497.735,-276981.579,-4435.409,137.3688619,-4.67284677,-1.14,-6.72,-27.49,-0.47986,6.81,4.8,11366.96,11.15,6.93,final
-4.673003,137.36866,-4435.41,Point,50_448,50,448,1110,8142485.787,-276990.822,-4435.41,137.3686603,-4.67300271,-4.86,-0.03,45.74,0.79832,4.86,15.21,11382.17,11.17,6.94,final
-4.673136,137.368583,-4434.712,Point,50_592,50,592,1112,8142481.204,-276998.711,-4434.712,137.368583,-4.6731358,-0.49,8.23,142.1,2.48016,8.24,13.87,11396.04,11.18,6.95,final
-4.673146,137.368647,-4434.508,Point,50_676,50,676,1127,8142484.991,-276999.31,-4434.508,137.3686469,-4.6731459,-0.75,6.67,-175.81,-3.06852,6.72,6.95,11402.99,11.19,6.95,final
-4.673099,137.368855,-4434.013,Point,50_848,50,848,1144,8142497.305,-276996.556,-4434.013,137.3688546,-4.67309944,6.91,1.02,-144.82,-2.5275,6.98,18.65,11421.64,11.21,6.96,final
-4.673327,137.368412,-4433.393,Point,50_1116,50,1116,1148,8142471.043,-277010.016,-4433.393,137.3684115,-4.67332652,3.66,4.85,-144.43,-2.52085,6.07,32.15,11453.78,11.24,6.98,final
-4.673389,137.368529,-4433.109,Point,50_1222,50,1222,1151,8142477.994,-277013.701,-4433.109,137.3685288,-4.67338869,1.24,2.13,140.51,2.45232,2.46,8.86,11462.64,11.25,6.99,final
-4.673886,137.368252,-4434.438,Point,50_1624,50,1624,1153,8142461.578,-277043.204,-4434.438,137.3682519,-4.67388642,0.47,5.79,-149,-2.6005,5.8,53.65,11516.3,11.3,7.02,final
-4.674395,137.367837,-4433.24,Point,50_1928,50,1928,1155,8142436.964,-277073.348,-4433.24,137.3678366,-4.67439497,6.2,2.33,-133.07,-2.32246,6.62,39.35,11555.64,11.34,7.05,final
-4.675198,137.367116,-4432.23,Point,50_2438,50,2438,1158,8142394.255,-277120.957,-4432.23,137.3671161,-4.67519816,0.9,5.37,-134.84,-2.35332,5.44,68.39,11624.03,11.41,7.09,final
-4.675794,137.366429,-4433.83,Point,50_2772,50,2772,1160,8142353.549,-277156.251,-4433.83,137.3664293,-4.67579359,2.09,2.54,-146.79,-2.5619,3.28,55.86,11679.89,11.47,7.12,final
-4.67631,137.366053,-4432.318,Point,50_3076,50,3076,1162,8142331.236,-277186.861,-4432.318,137.3660529,-4.67631,4.32,0.18,-45.78,-0.79908,4.32,38.39,11718.28,11.5,7.15,final
-4.676959,137.366108,-4429.297,Point,51_0,51,0,1167,8142334.524,-277225.311,-4429.297,137.3661084,-4.67695868,5.95,9.26,-166.91,-2.91314,11,39.41,11757.7,11.54,7.17,final
-4.67756,137.366,-4427.443,Point,51_268,51,268,1168,8142328.076,-277260.982,-4427.443,137.3659996,-4.67756047,-12.16,-0.26,75.67,1.32074,12.16,36.67,11794.37,11.58,7.19,final
-4.67829,137.366245,-4425.727,Point,51_592,51,592,1172,8142342.624,-277304.211,-4425.727,137.366245,-4.67828977,-2.75,4.25,130.69,2.28102,5.07,51.35,11845.71,11.63,7.23,final
-4.679022,137.366059,-4424.946,Point,51_874,51,874,1173,8142331.618,-277347.64,-4424.946,137.3660594,-4.67902244,2.08,1,-174.85,-3.0517,2.31,45.66,11891.37,11.68,7.25,final
-4.679218,137.365724,-4424.908,Point,51_1102,51,1102,1174,8142311.747,-277359.256,-4424.908,137.3657241,-4.67921841,-3.04,0.84,176.51,3.08063,3.15,27.85,11919.22,11.7,7.27,final
-4.679238,137.365726,-4424.848,Point,51_1126,51,1126,1179,8142311.841,-277360.407,-4424.848,137.3657257,-4.67923783,-3.17,0.55,175.81,3.06844,3.21,1.17,11920.38,11.7,7.27,final
-4.679323,137.365756,-4424.573,Point,51_1298,51,1298,1181,8142313.656,-277365.484,-4424.573,137.3657563,-4.67932348,-1.82,4.85,177.93,3.10547,5.18,8.57,11928.95,11.71,7.28,final
-4.679363,137.365626,-4424.014,Point,51_1430,51,1430,1183,8142305.903,-277367.838,-4424.014,137.3656255,-4.6793632,6.53,-1.43,-138.3,-2.41377,6.68,8.95,11937.9,11.72,7.28,final
-4.679435,137.366156,-4422.863,Point,51_1800,51,1800,1185,8142337.369,-277372.076,-4422.863,137.3661564,-4.67943469,-3.35,5.33,119.47,2.08516,6.3,34.61,11972.51,11.76,7.31,final
-4.679281,137.366608,-4422.877,Point,51_2004,51,2004,1187,8142364.165,-277362.938,-4422.877,137.3666084,-4.67928053,-2.88,3.95,91.15,1.59082,4.89,28.94,12001.45,11.79,7.32,final
-4.679588,137.367168,-4421.85,Point,51_2322,51,2322,1192,8142397.31,-277381.172,-4421.85,137.3671676,-4.67958815,-1.18,5.85,152.48,2.6612,5.97,42.11,12043.56,11.83,7.35,final
-4.680219,137.367546,-4419.62,Point,51_2704,51,2704,1194,8142419.762,-277418.595,-4419.62,137.3675464,-4.6802195,3.01,-9.75,-30.84,-0.53834,10.2,47.39,12090.95,11.88,7.38,final
-4.680045,137.368018,-4419.91,Point,52_0,52,0,1196,8142447.694,-277408.268,-4419.91,137.3680176,-4.68004527,1.2,0.14,-124.52,-2.17328,1.21,33.32,12124.27,11.91,7.4,final
-4.680045,137.368018,-4419.91,Point,52_4,52,4,1204,8142447.718,-277408.225,-4419.91,137.368018,-4.68004455,1.39,0.28,-124.81,-2.17839,1.42,0,12124.27,11.91,7.4,final
-4.679673,137.367213,-4421.91,Point,52_614,52,614,1215,8142399.974,-277386.212,-4421.91,137.3672126,-4.67967318,6.65,1.86,-29.59,-0.51638,6.91,68.28,12192.55,11.98,7.44,final
-4.679053,137.367034,-4424.15,Point,52_936,52,936,1216,8142389.38,-277349.423,-4424.15,137.3670338,-4.67905252,0.45,-0.22,-14.42,-0.25174,0.51,42.9,12235.44,12.02,7.47,final
-4.678995,137.367096,-4423.76,Point,52_1162,52,1162,1221,8142393.078,-277345.996,-4423.76,137.3670962,-4.67899471,-3.93,-0.93,-20.03,-0.34954,4.04,9.58,12245.02,12.03,7.48,final
-4.679064,137.367114,-4423.52,Point,52_1312,52,1312,1243,8142394.138,-277350.085,-4423.52,137.3671141,-4.67906369,4.01,-4.87,-128.45,-2.24179,6.31,12.75,12257.77,12.04,7.48,final
-4.679074,137.367085,-4423.43,Point,52_1370,52,1370,1244,8142392.42,-277350.687,-4423.43,137.3670851,-4.67907385,0.9,7.02,-120.23,-2.09838,7.08,2.06,12259.83,12.05,7.49,final
-4.679368,137.366381,-4423.15,Point,52_1722,52,1722,1248,8142350.691,-277368.101,-4423.15,137.3663811,-4.67936763,6.35,6.8,-150.36,-2.62433,9.29,45.72,12305.55,12.09,7.51,final
-4.678745,137.365536,-4426.71,Point,52_2262,52,2262,1249,8142300.585,-277331.199,-4426.71,137.3655358,-4.67874507,-3.51,-3.77,-32.7,-0.57066,5.15,70.64,12376.19,12.16,7.56,final
-4.67876,137.36558,-4426.54,Point,52_2388,52,2388,1250,8142303.198,-277332.097,-4426.54,137.3655799,-4.67876022,-3.46,-2.83,-25.42,-0.44361,4.47,16.95,12393.14,12.18,7.57,final
-4.678544,137.365453,-4427.13,Point,52_2500,52,2500,1255,8142295.678,-277319.263,-4427.13,137.365453,-4.67854371,2,4.14,-54.95,-0.95898,4.6,14.7,12407.84,12.2,7.58,final
-4.678302,137.36511,-4427.63,Point,52_2668,52,2668,1256,8142275.353,-277304.917,-4427.63,137.3651101,-4.67830168,-1.72,6.64,-62.12,-1.08414,6.86,24.94,12432.78,12.22,7.59,final
-4.678302,137.36511,-4427.63,Point,52_2678,52,2678,1257,8142275.353,-277304.917,-4427.63,137.3651101,-4.67830168,-7.32,-3.94,-160.59,-2.80277,8.31,0,12432.78,0,0,final
-4.678194,137.365072,-4428,Point,52_2772,52,2772,1260,8142273.11,-277298.55,-4428,137.3650723,-4.67819426,3.54,1.17,-120.11,-2.09634,3.73,6.93,12439.71,12.23,7.6,final
-4.677623,137.36411,-4430.07,Point,53_0,53,0,1262,8142216.041,-277264.705,-4430.07,137.3641095,-4.67762328,-1.49,-5.31,-33.28,-0.58083,5.52,70.04,12509.75,12.3,7.64,final
-4.677569,137.363716,-4432.08,Point,53_186,53,186,1264,8142192.7,-277261.485,-4432.08,137.3637157,-4.67756896,2.38,-2.99,-88.42,-1.54315,3.82,24.6,12534.36,12.32,7.66,final
-4.677754,137.363353,-4433.46,Point,53_372,53,372,1267,8142171.172,-277272.43,-4433.46,137.3633525,-4.6777536,1.34,2.48,-120.81,-2.1086,2.81,24.28,12558.64,12.35,7.67,final
-4.678125,137.362943,-4432.62,Point,53_636,53,636,1269,8142146.869,-277294.45,-4432.62,137.3629425,-4.6781251,-0.68,5.01,-142.86,-2.49341,5.05,36.3,12595.6,12.38,7.69,final
-4.678607,137.362474,-4427.36,Point,53_1056,53,1056,1274,8142119.123,-277323.019,-4427.36,137.3624744,-4.67860707,2.91,14.72,-148.71,-2.5955,15,46.09,12641.69,12.43,7.72,final
-4.678625,137.362358,-4426.57,Point,53_1182,53,1182,1276,8142112.2,-277324.081,-4426.57,137.3623576,-4.67862499,-2.02,-3.06,-20.78,-0.36264,3.67,12.16,12653.85,12.44,7.73,final
-4.678447,137.362218,-4426.385,Point,53_1281,53,1281,1281,8142103.901,-277313.547,-4426.385,137.3622176,-4.67844727,4.09,7.34,-39.86,-0.69561,8.4,13.51,12667.36,12.35,7.68,final
-4.678445,137.36189,-4426.46,Point,53_1470,53,1470,1282,8142084.482,-277313.388,-4426.46,137.36189,-4.67844459,5.2,5.75,-145.62,-2.5416,7.74,26.76,12694.12,12.48,7.76,final
-4.678543,137.36124,-4427.29,Point,53_1756,53,1756,1283,8142045.965,-277319.2,-4427.29,137.3612402,-4.67854264,4.88,6.06,-125.52,-2.19069,7.78,39.33,12733.44,12.52,7.78,final
-4.678627,137.36084,-4427.06,Point,53_1990,53,1990,1284,8142022.258,-277324.221,-4427.06,137.3608403,-4.67862735,-2.22,2.99,-150.16,-2.62081,3.72,28.41,12761.85,12.55,7.8,final
-4.678425,137.360712,-4426.88,Point,53_2138,53,2138,1289,8142014.672,-277312.249,-4426.88,137.3607123,-4.67842538,-5.98,-0.27,135.15,2.35889,5.99,14.59,12776.44,12.56,7.81,final
-4.678254,137.360375,-4426.69,Point,53_2298,53,2298,1290,8141994.691,-277302.092,-4426.69,137.3603752,-4.67825402,-5.32,0.61,138.72,2.42114,5.35,22.53,12798.97,12.59,7.82,final
-4.678186,137.360323,-4427.03,Point,53_2406,53,2406,1292,8141991.622,-277298.056,-4427.03,137.3603234,-4.67818593,3.87,0.41,-112.84,-1.96942,3.89,7.02,12805.99,12.59,7.82,final
-4.678222,137.360066,-4427.86,Point,53_2578,53,2578,1294,8141976.353,-277300.208,-4427.86,137.3600658,-4.67822224,-0.4,2.55,-109.61,-1.9131,2.58,16.7,12822.69,12.61,7.84,final
-4.678202,137.360004,-4427.82,Point,53_2644,53,2644,1296,8141972.67,-277298.991,-4427.82,137.3600037,-4.6782017,-7.22,-12.68,-69.23,-1.20821,14.56,3.96,12826.65,12.61,7.84,final
-4.67831,137.359418,-4429.65,Point,53_2980,53,2980,1298,8141937.93,-277305.43,-4429.65,137.3594176,-4.67831033,0.01,0.77,-124.75,-2.17736,0.77,38.38,12865.03,12.65,7.86,final
-4.678375,137.359359,-4429.43,Point,54_0,54,0,1301,8141934.474,-277309.292,-4429.43,137.3593593,-4.67837549,-0.22,-1.36,-31.76,-0.55432,1.38,4.69,12869.73,12.66,7.86,final
-4.678375,137.359359,-4429.43,Point,54_10,54,10,1305,8141934.474,-277309.292,-4429.43,137.3593593,-4.67837549,-0.22,-1.36,-31.76,-0.55432,1.38,4.69,12869.73,12.66,7.86,final
-4.678285,137.359273,-4429.13,Point,54_88,54,88,1309,8141929.358,-277303.915,-4429.13,137.359273,-4.67828478,-1.31,3.89,-80.14,-1.39871,4.11,7.34,12877.06,12.66,7.87,final
-4.678339,137.358931,-4430.99,Point,54_238,54,238,1310,8141909.092,-277307.104,-4430.99,137.3589311,-4.67833858,1.57,-6.57,-103.17,-1.80072,6.76,20.68,12897.75,12.69,7.88,final
-4.678201,137.35893,-4431.21,Point,54_388,54,388,1311,8141909.016,-277298.94,-4431.21,137.3589298,-4.67820084,8.25,0.31,-142.51,-2.48724,8.26,16.56,12914.31,12.7,7.89,final
-4.678217,137.358918,-4431.25,Point,54_412,54,412,1315,8141908.328,-277299.881,-4431.25,137.3589182,-4.67821672,11.48,-3.42,-144.62,-2.52412,11.97,1.15,12915.46,12.7,7.89,final
-4.678316,137.35916,-4429.56,Point,54_668,54,668,1316,8141922.662,-277305.739,-4429.56,137.35916,-4.67831555,-9.63,2.12,-4.05,-0.07073,9.86,25.48,12940.94,12.73,7.91,final
-4.678261,137.359234,-4429.03,Point,54_746,54,746,1317,8141927.062,-277302.491,-4429.03,137.3592342,-4.67826075,3.61,-2.05,-129.78,-2.26508,4.15,7.25,12948.19,12.74,7.91,final
-4.67824,137.359173,-4429.32,Point,54_938,54,938,1329,8141923.447,-277301.279,-4429.32,137.3591733,-4.6782403,-2.34,4.11,58.37,1.01876,4.72,13.04,12961.23,12.75,7.92,final
-4.678196,137.359202,-4429.25,Point,54_992,54,992,1342,8141925.151,-277298.638,-4429.25,137.359202,-4.67819575,4.46,1.26,-177.46,-3.09729,4.63,5.78,12967.02,12.75,7.92,final
-4.678277,137.358886,-4431.27,Point,54_1238,54,1238,1344,8141906.404,-277303.434,-4431.27,137.3588857,-4.67827666,-4.77,-4.66,-28.91,-0.50462,6.66,28.21,12995.23,12.78,7.94,final
-4.678178,137.358756,-4433.25,Point,54_1490,54,1490,1346,8141898.722,-277297.615,-4433.25,137.3587561,-4.67817849,0.74,0.74,-55.33,-0.96575,2.23,16.54,13011.76,12.8,7.95,final
-4.678254,137.358647,-4434.49,Point,54_1610,54,1610,1349,8141892.227,-277302.08,-4434.49,137.3586466,-4.67825382,-0.17,-0.34,-75.58,-1.3191,0.38,12.04,13023.81,12.81,7.96,final
-4.678327,137.358531,-4434.86,Point,54_1778,54,1778,1352,8141885.377,-277306.399,-4434.86,137.358531,-4.67832668,-7.11,0.54,-124.45,-2.17209,7.13,16.5,13040.31,12.83,7.97,final
-4.67867,137.357823,-4434.87,Point,54_2202,54,2202,1353,8141843.401,-277326.741,-4434.87,137.3578228,-4.67866986,1.29,4.23,-119.37,-2.08345,4.42,51.94,13092.24,12.88,8,final
-4.67867,137.357706,-4435.59,Point,54_2280,54,2280,1357,8141836.498,-277326.777,-4435.59,137.3577064,-4.67867047,-15.01,-3.82,9.21,0.16072,15.48,9.14,13101.38,12.89,8.01,final
-4.67917,137.357681,-4433.31,Point,54_2508,54,2508,1369,8141834.982,-277356.361,-4433.31,137.3576808,-4.67916957,-10.13,7.81,-168.94,-2.94855,12.77,31.94,13133.32,12.92,8.03,final
-4.679605,137.357965,-4430.25,Point,54_2784,54,2784,1371,8141851.814,-277382.155,-4430.25,137.3579648,-4.67960473,4.58,1.6,163.82,2.85924,4.85,32.17,13165.49,12.95,8.05,final
-4.680071,137.358158,-4429.46,Point,54_3036,54,3036,1373,8141863.274,-277409.784,-4429.46,137.3581581,-4.68007085,-5.76,4.8,163.59,2.85511,7.49,31.61,13197.09,12.98,8.07,final
-4.680366,137.358188,-4429.39,Point,55_0,55,0,1376,8141865.058,-277427.297,-4429.39,137.3581882,-4.6803663,-0.87,-5.12,178.34,3.11266,5.2,17.39,13214.48,13,8.08,final
-4.681072,137.358074,-4428.65,Point,55_310,55,310,1378,8141858.257,-277469.145,-4428.65,137.3580735,-4.68107231,7.47,10.95,159.41,2.78227,13.23,44.25,13258.73,13.04,8.1,final
-4.681571,137.357943,-4427.95,Point,55_538,55,538,1383,8141850.53,-277498.728,-4427.95,137.3579431,-4.68157139,3.49,7.76,-165.2,-2.88327,8.51,31.27,13289.99,13.09,8.13,final
